Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants (Hardcover)",Malcolm Gladwell,4.03,"2,627,214","106,464",90,2013,3.96,171094,"Nonfiction,Psychology,Business,Audiobook,Self Help,Sociology,Science,Leadership,History,Self Help"
Funny You Should Ask (Paperback),Elissa Sussman,3.72,"61,211","10,022",5,2022,3.73,58023,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction,Novels"
"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,3.79,"362,345","45,488",13,2015,4.03,132120,"Thriller,Mystery,Fiction,Thriller,Mystery,Suspense,Audiobook,Adult,Thriller,Contemporary"
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.75,"4,424,653","167,742",39,2011,3.83,844240,"Romance,Adult Fiction,Fiction,Erotica,Adult,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction"
A Room with a View (Paperback),E.M. Forster,3.88,"434,834","24,629",418,1908,3.90,171256,"Classics,Fiction,Romance,Historical,Cultural,Literature,European Literature,Literature,Novels,Audiobook"
Grit: The Power of Passion and Perseverance (Hardcover),Angela Duckworth,4.08,"105,280","7,695",12,2016,4.08,104621,"Nonfiction,Psychology,Self Help,Business,Self Help,Audiobook,Leadership,Education,Parenting,Productivity"
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,4.05,"134,340","24,321",18,2021,4.27,40861,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Fantasy,Fantasy"
Women Who Run With the Wolves (Paperback),Clarissa Pinkola Estés,4.15,"74,261","5,737",56,1992,4.13,63992,"Nonfiction,Feminism,Psychology,Spirituality,Fantasy,Self Help,Womens,Philosophy,Gender,Audiobook"
"The Gilded Ones (The Gilded Ones, #1)",Namina Forna,4.01,"40,690","7,478",5,2020,4.02,35955,"Fantasy,Young Adult,Fiction,Young Adult,Feminism,Fantasy,Audiobook,Fantasy,Science Fiction,Science Fiction Fantasy"
Annihilation (Paperback),Jeff VanderMeer,3.72,"450,171","50,607",214,2014,3.74,196424,"Science Fiction,Fiction,Horror,Fantasy,Mystery,Science Fiction,Audiobook,Science Fiction Fantasy,Adult,Thriller"
The Black Swan: The Impact of the Highly Improbable (Hardcover),Nassim Nicholas Taleb,4.0,"245,776","16,476",43,2007,3.95,103719,"Nonfiction,Economics,Business,Philosophy,Science,Psychology,Economics,Sociology,History,Science"
I'm Thinking of Ending Things (Kindle Edition),Iain Reid,3.62,"136,271","25,225",7,2016,3.59,116946,"Horror,Fiction,Thriller,Mystery,Thriller,Audiobook,Adult,Contemporary,Suspense,Thriller"
Digital Minimalism: Choosing a Focused Life in a Noisy World (Kindle Edition),Cal Newport,4.13,"247,373","22,563",92,2019,4.07,64651,"Nonfiction,Self Help,Productivity,Psychology,Self Help,Science,Audiobook,Business,Philosophy,Science"
Remarkably Bright Creatures (Hardcover),Shelby Van Pelt,4.47,"72,854","11,358",1,2022,4.47,72853,"Fiction,Audiobook,Contemporary,Mystery,Animals,Magical Realism,Literary Fiction,Adult Fiction,Adult,Family"
"Inkheart (Inkworld, #1)",Cornelia Funke,3.94,"900,985","39,278",235,2003,3.91,404758,"Fantasy,Young Adult,Fiction,Childrens,Childrens,Adventure,Fantasy,Writing,Young Adult,Audiobook"
North and South (Paperback),Elizabeth Gaskell,4.01,"315,623","20,932",578,1854,4.14,159774,"Classics,Fiction,Romance,Historical,Historical,Literature,Historical,Literature,Romance,Audiobook"
Wilder Girls (Hardcover),Rory Power,3.49,"83,995","16,697",9,2019,3.48,72897,"Horror,Young Adult,LGBT,Mystery,Fiction,Science Fiction,LGBT,Science Fiction,Fantasy,LGBT"
The Left Hand of Darkness (Paperback),Ursula K. Le Guin,4.07,"1,258,005","85,585",753,1969,4.09,155037,"Science Fiction,Fiction,Fantasy,Classics,Science Fiction Fantasy,Feminism,Speculative Fiction,Novels,LGBT,LGBT"
When No One Is Watching (Paperback),Alyssa Cole,3.7,"144,865","25,372",37,2020,3.53,72406,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction"
"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,4.16,"1,079,710","59,747",156,1993,4.14,296646,"Fantasy,Fiction,Short Stories,Audiobook,Fantasy,Adult,Fantasy,Adventure,Fantasy,European Literature"
White Oleander (Paperback),Janet Fitch,3.96,"358,499","10,211",18,1999,3.98,341997,"Fiction,Contemporary,Young Adult,Drama,Adult Fiction,Womens Fiction,Adult,Literary Fiction,Novels,Young Adult"
Sadie (Hardcover),Courtney Summers,3.94,"193,498","36,372",16,2018,4.08,101756,"Young Adult,Mystery,Contemporary,Audiobook,Thriller,Fiction,Thriller,Mystery,Realistic Fiction,Suspense"
The Hiding Place: The Triumphant True Story of Corrie Ten Boom (Paperback),Corrie ten Boom,4.45,"332,535","13,767",83,1971,4.44,298203,"Nonfiction,Biography,History,Christian,Classics,Autobiography,World War II,War,Historical,Biography Memoir"
"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,3.62,"423,340","43,805",17,2018,3.60,128180,"Romance,Fiction,Contemporary,Womens Fiction,Romance,Adult,Audiobook,Adult Fiction,New Adult,Realistic Fiction"
Dear Edward (Hardcover),Ann Napolitano,4.08,"142,877","15,576",7,2020,4.09,140136,"Fiction,Contemporary,Audiobook,Literary Fiction,Young Adult,Adult,Adult Fiction,Young Adult,Family,Realistic Fiction"
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.36,"8,085,953","673,372",87,2014,4.32,268235,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Short Stories,Novella,New Adult,Fairies"
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.75,"4,424,672","167,742",39,2012,3.84,801333,"Romance,Adult Fiction,Fiction,Erotica,Adult,Contemporary,Romance,Womens Fiction,Romance,Adult Fiction"
The Martian Chronicles (Mass Market Paperback),Ray Bradbury,3.99,"2,966,177","120,429",724,1950,4.15,243489,"Science Fiction,Fiction,Classics,Short Stories,Fantasy,Science Fiction Fantasy,Audiobook,Literature,Space,Literature"
Empire of Pain: The Secret History of the Sackler Dynasty (Hardcover),Patrick Radden Keefe,4.45,"159,839","18,613",12,2021,4.55,65550,"Nonfiction,History,Audiobook,Biography,Crime,Business,Science,Politics,Health,Mystery"
The Personal Librarian (Hardcover),Marie Benedict,3.91,"338,171","36,287",14,2021,4.07,101628,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Book Club,Race,New York"
The Personal Librarian (Hardcover),Marie Benedict,3.91,"338,171","36,287",14,2021,4.07,101628,"Historical,Fiction,Historical,Audiobook,Writing,Adult,Adult Fiction,Book Club,Race,New York"
Violeta (Hardcover),Isabel Allende,4.0,"1,050,289","75,791",146,2022,4.03,43175,"Historical,Fiction,Historical,Magical Realism,Literary Fiction,Adult,Contemporary,Audiobook,Feminism,Adult Fiction"
The Things They Carried (Paperback),Tim O'Brien,4.08,"348,830","21,442",81,1990,4.14,288009,"Fiction,Historical,Classics,War,Short Stories,Academic,Historical,War,Literature,Academic"
The Interpretation of Dreams (Hardcover),Sigmund Freud,3.81,"230,785","9,537","1,623",1899,3.84,68982,"Psychology,Nonfiction,Philosophy,Classics,Science,Psychology,Philosophy,Unfinished,European Literature,Self Help"
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.8,"1,052,345","31,289",42,2001,3.82,675135,"Young Adult,Fiction,Womens Fiction,Contemporary,Romance,Young Adult,Realistic Fiction,Childrens,Young Adult,Young Adult"
All the Missing Girls (Kindle Edition),Megan Miranda,3.68,"470,379","41,727",18,2016,3.76,170248,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
All the Missing Girls (Kindle Edition),Megan Miranda,3.68,"470,379","41,727",18,2016,3.76,170248,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,4.36,"8,085,953","673,372",87,2017,4.27,260616,"Fantasy,Young Adult,Romance,New Adult,Young Adult,Fiction,Fantasy,Fairies,Fantasy,Fantasy"
The Complete Sherlock Holmes (Paperback),Arthur Conan Doyle,4.18,"2,310,190","85,792","6,786",1894,4.50,191523,"Classics,Mystery,Fiction,Mystery,Short Stories,Mystery,Audiobook,Literature,Thriller,Historical"
Hood Feminism: Notes from the Women That a Movement Forgot (Hardcover),Mikki Kendall,4.37,"43,949","6,078",13,2020,4.40,40225,"Nonfiction,Feminism,Race,Social Movements,Audiobook,Writing,Politics,Race,Womens,Adult"
Safe Haven (Kindle Edition),Nicholas Sparks,4.1,"6,336,902","194,782",193,2010,4.21,365431,"Romance,Fiction,Womens Fiction,Contemporary,Adult,Romance,Adult Fiction,Drama,Love,Audiobook"
A Little Princess (Paperback),Frances Hodgson Burnett,4.16,"1,422,593","38,143",647,1905,4.21,293487,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Historical,Literature,Audiobook,Childrens"
The Communist Manifesto (Paperback),Karl Marx,3.78,"232,128","12,935","1,398",1848,3.63,143892,"Philosophy,Nonfiction,Politics,Classics,History,Economics,Sociology,Philosophy,Politics,European Literature"
History Is All You Left Me (ebook),Adam Silvera,3.85,"859,181","112,877",23,2017,3.97,62710,"Young Adult,Contemporary,LGBT,Romance,Fiction,LGBT,Health,LGBT,Young Adult,Mental Health"
The Witch's Heart (Hardcover),Genevieve Gornichec,4.06,"34,882","5,640",7,2021,4.07,34484,"Fantasy,Fantasy,Fiction,Retellings,Romance,Paranormal,Adult,Historical,LGBT,Audiobook"
The Richest Man in Babylon (Paperback),George S. Clason,4.26,"167,652","9,270",60,1926,4.26,166406,"Economics,Business,Nonfiction,Self Help,Currency,Finance,Self Help,Economics,Classics,Philosophy"
The Great Believers (Paperback),Rebecca Makkai,4.11,"137,618","15,405",24,2018,4.26,106318,"Fiction,Historical,LGBT,LGBT,Literary Fiction,Contemporary,Historical,Audiobook,Novels,Adult"
"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,4.2,"817,470","96,360",35,2022,4.19,81293,"Mystery,Young Adult,Romance,Fiction,Contemporary,Thriller,Fantasy,Thriller,Audiobook,Adventure"
The Sun Down Motel (Hardcover),Simone St. James,3.97,"321,496","41,277",9,2020,4.03,116825,"Mystery,Horror,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Adult,Paranormal"
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.0,"246,817","13,204",25,1994,4.06,166144,"Historical,Mystery,Fiction,Thriller,Mystery,Historical,Thriller,Horror,Mystery,Suspense"
The Brief Wondrous Life of Oscar Wao (Hardcover),Junot Díaz,3.88,"394,370","33,043",52,2007,3.89,251843,"Fiction,Contemporary,Magical Realism,Novels,Literary Fiction,Historical,Literature,Audiobook,Book Club,Adult"
A Prayer for Owen Meany (Paperback),John Irving,4.01,"1,019,490","45,647",86,1989,4.24,307306,"Fiction,Classics,Contemporary,Literature,Literary Fiction,Novels,Historical,Young Adult,Adult Fiction,Literature"
"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.98,"176,295","16,812",8,2012,3.89,103764,"Fantasy,Young Adult,Historical,Romance,Historical,Fiction,Young Adult,Fantasy,Adventure,Mystery"
Leaves of Grass (Paperback),Walt Whitman,4.12,"152,018","6,155",888,1855,4.11,96407,"Poetry,Classics,Fiction,Literature,Literature,Literature,Philosophy,Classics,Academic,The United States Of America"
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.21,"3,294,553","292,072",120,2011,4.11,96431,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Romance,Fantasy,Fantasy,Mythology,Young Adult"
Good to Great: Why Some Companies Make the Leap... and Others Don't (Hardcover),James C. Collins,4.1,"285,802","8,170",71,2001,4.13,171796,"Business,Leadership,Nonfiction,Self Help,Buisness,Business,Business,Self Help,Audiobook,Economics"
"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,4.03,"250,064","34,556",22,2014,3.96,104894,"Fantasy,Young Adult,Romance,Science Fiction,Young Adult,Fiction,Fantasy,Historical,Historical,War"
"Marked (House of Night, #1)",P.C. Cast,3.94,"2,278,946","66,569",120,2007,3.80,470826,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Fiction,Fantasy,Fantasy,Romance,Fantasy"
The Book of Longings (Hardcover),Sue Monk Kidd,4.07,"1,745,267","82,645",38,2020,4.23,105019,"Historical,Fiction,Historical,Audiobook,Religion,Adult,Feminism,Adult Fiction,Literary Fiction,Novels"
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works (Hardcover)",Dan   Harris,3.91,"108,085","8,153",9,2014,3.92,98797,"Nonfiction,Self Help,Psychology,Autobiography,Audiobook,Self Help,Health,Philosophy,Biography,Spirituality"
The Reading List (Hardcover),Sara Nisha Adams,4.08,"52,854","8,325",2,2021,4.08,52852,"Fiction,Contemporary,Writing,Audiobook,Romance,Adult,Adult Fiction,Literary Fiction,Family,European Literature"
Shantaram (Paperback),Gregory David Roberts,4.24,"212,822","16,554",12,2003,4.27,196327,"Fiction,Cultural,Travel,Adventure,Contemporary,Novels,Historical,Cultural,Mystery,Unfinished"
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.2,"817,470","96,360",35,2021,4.25,173395,"Mystery,Young Adult,Romance,Fiction,Contemporary,Thriller,Thriller,Fantasy,Audiobook,Adventure"
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,3.8,"273,861","21,575",14,2010,3.81,190419,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Young Adult,Romance,Young Adult"
"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,4.17,"1,701,537","237,368",61,2016,4.24,159709,"Fantasy,Fiction,Young Adult,Fantasy,Adult,Audiobook,Romance,LGBT,Adventure,Fantasy"
"The Henna Artist (The Jaipur Trilogy, #1)",Alka Joshi,4.18,"175,469","15,402",4,2020,4.20,140587,"Historical,Fiction,Audiobook,Cultural,Historical,Adult,Book Club,Adult Fiction,Cultural,Cultural"
The Untethered Soul: The Journey Beyond Yourself (Paperback),Michael A. Singer,4.21,"97,944","7,634",49,2007,4.22,83989,"Self Help,Nonfiction,Spirituality,Philosophy,Psychology,Self Help,Audiobook,Inspirational,Health,Religion"
Candide (Paperback),Voltaire,3.77,"297,878","12,798","2,222",1759,3.76,256956,"Classics,Fiction,Philosophy,Cultural,Literature,Humor,European Literature,Academic,Literature,Novels"
"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,4.37,"6,423,170","220,105","1,121",0,4.40,10234,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Novels,Adult Fiction,Adventure"
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin (Hardcover)",Erik Larson,4.0,"1,154,517","87,030",26,2011,3.86,189086,"History,Nonfiction,War,Historical,Biography,War,Cultural,Audiobook,Politics,World War II"
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,4.09,"2,005,196","210,822",35,2011,3.90,556872,"Young Adult,Science Fiction,Fantasy,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Audiobook,Fantasy"
The Most Fun We Ever Had (Hardcover),Claire Lombardo,3.95,"68,794","7,622",2,2019,3.95,68793,"Fiction,Contemporary,Literary Fiction,Audiobook,Family,Adult Fiction,Adult,Romance,Drama,Novels"
"Less (Arthur Less, #1)",Andrew Sean Greer,3.65,"213,428","25,375",18,2017,3.66,173853,"Fiction,LGBT,Contemporary,Audiobook,LGBT,Romance,Literary Fiction,Humor,Adult,Novels"
Gone Girl (Paperback),Gillian Flynn,4.06,"4,700,005","273,623",21,2012,4.11,2781827,"Fiction,Mystery,Thriller,Thriller,Mystery,Suspense,Contemporary,Adult,Audiobook,Adult Fiction"
Radio Silence (Paperback),Alice Oseman,4.5,"1,749,895","210,923",48,2016,4.21,81870,"Contemporary,Young Adult,LGBT,Fiction,LGBT,Audiobook,Health,Young Adult,Romance,Young Adult"
"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,4.15,"51,896","12,698",3,2021,4.15,49646,"Fantasy,Young Adult,Science Fiction,LGBT,Fiction,LGBT,Romance,Historical,Young Adult,Audiobook"
"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.71,"1,360,006","70,418",58,2002,3.74,296539,"Womens Fiction,Fiction,Romance,Contemporary,Adult Fiction,Adult,Humor,Romance,Womens Fiction,Audiobook"
The Storied Life of A.J. Fikry (Hardcover),Gabrielle Zevin,4.01,"479,566","63,244",14,2014,4.01,240090,"Fiction,Contemporary,Writing,Adult,Adult Fiction,Romance,Audiobook,Literary Fiction,Book Club,Realistic Fiction"
The Perks of Being a Wallflower (Paperback),Stephen Chbosky,4.2,"1,640,166","86,283",11,1999,4.22,1595653,"Young Adult,Fiction,Contemporary,Classics,Health,Realistic Fiction,LGBT,Young Adult,Novels,Young Adult"
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz (Kindle Edition)",Erik Larson,4.0,"1,154,517","87,030",26,2020,4.29,98779,"History,Nonfiction,Biography,War,War,Audiobook,Historical,Politics,European Literature,Biography Memoir"
Modern Romance (Hardcover),Aziz Ansari,3.81,"181,517","13,690",6,2015,3.81,181294,"Nonfiction,Humor,Audiobook,Romance,Humor,Sociology,Psychology,Relationships,Autobiography,Adult"
"Storm Front (The Dresden Files, #1)",Jim Butcher,4.25,"2,834,165","126,811",194,2000,3.98,330918,"Fantasy,Fantasy,Mystery,Fiction,Fantasy,Fantasy,Audiobook,Fantasy,Mystery,Science Fiction Fantasy"
Digital Fortress (Paperback),Dan Brown,3.87,"7,967,792","200,538",134,1998,3.68,611214,"Fiction,Thriller,Mystery,Suspense,Thriller,Mystery,Science Fiction,Novels,Adventure,Adult"
One Day (Hardcover),David Nicholls,3.77,"416,410","28,096",22,2009,3.81,311508,"Fiction,Romance,Contemporary,Womens Fiction,Adult,Adult Fiction,Novels,European Literature,Love,Drama"
Orange Is the New Black (Hardcover),Piper Kerman,3.72,"194,697","14,997",1,2010,3.72,194697,"Nonfiction,Autobiography,Biography,Audiobook,Biography Memoir,Biography,Adult,Mystery,Crime,Contemporary"
Greenlights (Hardcover),Matthew McConaughey,4.21,"220,079","25,966",6,2020,4.21,219668,"Nonfiction,Audiobook,Autobiography,Biography,Biography,Biography Memoir,Self Help,Philosophy,Adult,Self Help"
Murder at the Vicarage (Hardcover),Agatha Christie,4.02,"5,724,594","337,947","3,345",1930,4.06,174217,"Mystery,Fiction,Classics,Mystery,Thriller,Mystery,Audiobook,Mystery,European Literature,Thriller"
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World (Audiobook),William H. McRaven,4.03,"118,969","8,289",24,2017,4.00,107358,"Nonfiction,Self Help,Self Help,Audiobook,Leadership,Business,Psychology,Autobiography,Biography,War"
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World (Audiobook),William H. McRaven,4.03,"118,969","8,289",24,2017,4.00,107358,"Nonfiction,Self Help,Self Help,Audiobook,Leadership,Business,Psychology,Autobiography,Biography,War"
Her Body and Other Parties: Stories (Paperback),Carmen Maria Machado,4.12,"183,808","28,174",94,2017,3.88,69547,"Short Stories,Fiction,Horror,Fantasy,Feminism,LGBT,Magical Realism,LGBT,Adult,Contemporary"
"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,4.02,"694,982","93,391",456,2016,3.82,95507,"Fantasy,Young Adult,Fiction,Mystery,LGBT,Audiobook,Novella,Fantasy,LGBT,Magical Realism"
This Is Where It Ends (Hardcover),Marieke Nijkamp,3.65,"132,062","18,641",34,2016,3.69,104116,"Young Adult,Contemporary,Fiction,Realistic Fiction,Thriller,LGBT,Young Adult,Health,Young Adult,Suspense"
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future (Hardcover)",Chris Guillebeau,3.84,"88,656","4,241",40,2012,3.87,61768,"Business,Nonfiction,Business,Self Help,Economics,Self Help,Buisness,Currency,Audiobook,Economics"
"What Happened To You?: Conversations on Trauma, Resilience, and Healing (Hardcover)",Bruce D. Perry,4.51,"73,595","7,392",21,2021,4.47,44623,"Nonfiction,Psychology,Self Help,Health,Audiobook,Health,Self Help,Science,Parenting,Adult"
The Neverending Story (Hardcover),Michael Ende,4.21,"283,294","14,060",166,1979,4.18,187591,"Fantasy,Classics,Fiction,Young Adult,Childrens,Adventure,European Literature,Childrens,Writing,Science Fiction Fantasy"
"The City We Became (Great Cities, #1)",N.K. Jemisin,4.2,"764,467","82,803",119,2020,3.91,54876,"Fantasy,Fiction,Science Fiction,Fantasy,Adult,Audiobook,LGBT,Science Fiction Fantasy,LGBT,Speculative Fiction"
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,4.46,"1,572,490","93,424",55,2011,4.55,505273,"Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Science Fiction Fantasy,Audiobook,Adventure,Adult,Epic"
The Blind Assassin (Paperback),Margaret Atwood,4.04,"3,486,465","218,506",470,2000,3.96,148846,"Fiction,Historical,Mystery,Cultural,Literary Fiction,Classics,Contemporary,Literature,Science Fiction,Historical"
The Blind Assassin (Paperback),Margaret Atwood,4.04,"3,486,465","218,506",470,2000,3.96,148846,"Fiction,Historical,Mystery,Cultural,Literary Fiction,Classics,Contemporary,Literature,Science Fiction,Historical"
"Along Came a Spider (Alex Cross, #1)",James Patterson,3.99,"7,545,443","398,192","1,046",1993,4.12,437228,"Mystery,Fiction,Thriller,Mystery,Thriller,Suspense,Mystery,Adult,Audiobook,Mystery"
An Anonymous Girl (Hardcover),Greer Hendricks,3.86,"654,657","63,903",9,2019,3.81,141928,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
Fried Green Tomatoes at the Whistle Stop Cafe (Hardcover),Fannie Flagg,4.13,"505,290","34,239",39,1987,4.28,291687,"Fiction,Historical,LGBT,Classics,Womens Fiction,Historical,American,LGBT,Humor,Adult Fiction"
"Blood Meridian, or the Evening Redness in the West (Paperback)",Cormac McCarthy,4.02,"1,406,741","95,514",46,1985,4.16,131757,"Fiction,Historical,Westerns,Classics,Literature,Novels,Horror,Literature,Historical,Literary Fiction"
"Boyfriend Material (London Calling, #1)",Alexis  Hall,4.0,"172,758","34,143",49,2020,4.07,88075,"Romance,LGBT,Contemporary,LGBT,Fiction,Adult,Romance,Audiobook,Romance,LGBT"
James and the Giant Peach (Hardcover),Roald Dahl,4.14,"3,884,953","114,661",913,1961,4.02,441060,"Childrens,Fantasy,Fiction,Classics,Young Adult,Childrens,Adventure,Childrens,Childrens,Humor"
"Hollow City (Miss Peregrine's Peculiar Children, #2)",Ransom Riggs,3.97,"1,666,786","107,827",27,2014,4.06,224631,"Fantasy,Young Adult,Fiction,Fantasy,Historical,Horror,Science Fiction,Mystery,Adventure,Fantasy"
"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.84,"695,944","68,308",25,2010,3.93,139584,"Young Adult,Fantasy,Fantasy,Fantasy,Romance,Paranormal,Paranormal,Fantasy,Fantasy,Paranormal"
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.34,"11,197,670","446,248",278,2010,4.10,368856,"Fantasy,Fantasy,Young Adult,Childrens,Fiction,Adventure,Childrens,Fantasy,Fantasy,Young Adult"
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,4.2,"3,166,199","75,140",87,1996,4.38,310062,"Science Fiction,Fiction,Humor,Fantasy,Classics,Humor,Science Fiction Fantasy,Adventure,Novels,European Literature"
Three Women (Hardcover),Lisa Taddeo,3.71,"152,621","14,196",12,2019,3.71,124886,"Nonfiction,Feminism,Audiobook,Contemporary,Womens,Autobiography,Biography,Adult,Sexuality,Book Club"
A Tale for the Time Being (Hardcover),Ruth Ozeki,4.02,"151,826","19,747",16,2013,4.04,105593,"Fiction,Cultural,Magical Realism,Historical,Contemporary,Literary Fiction,Audiobook,Adult,Novels,Cultural"
Why I'm No Longer Talking to White People About Race (Hardcover),Reni Eddo-Lodge,4.39,"101,991","8,864",26,2017,4.39,87880,"Nonfiction,Race,Feminism,Politics,Race,Social Movements,History,Audiobook,Writing,Sociology"
"Wallbanger (Cocktail, #1)",Alice Clayton,4.02,"384,359","30,380",19,2012,4.00,200153,"Romance,Contemporary,Romance,Humor,New Adult,Womens Fiction,Adult,Adult Fiction,Fiction,Humor"
The Witches (Paperback),Roald Dahl,4.14,"3,884,953","114,661",913,1983,4.17,370217,"Fantasy,Childrens,Fiction,Classics,Childrens,Young Adult,Paranormal,Humor,Fantasy,Horror"
"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,4.04,"262,497","21,220",18,2011,3.99,113087,"Young Adult,Science Fiction,Fantasy,Romance,Science Fiction,Fiction,Apocalyptic,Adventure,Fantasy,Young Adult"
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.01,"1,111,519","18,062",240,1980,4.04,422652,"Fiction,Thriller,Mystery,Suspense,Spy Thriller,Action,Adventure,Thriller,Mystery,Thriller"
Long Walk to Freedom (Paperback),Nelson Mandela,4.31,"125,050","5,806",189,1994,4.33,80833,"Biography,Nonfiction,History,Cultural,Biography,Autobiography,Politics,Southern Africa,Biography Memoir,Race"
The Letters of Vincent van Gogh (Paperback),Vincent van Gogh,4.1,"111,544","1,594",345,1914,4.08,90178,"Art,Nonfiction,Biography,Classics,History,Art,Autobiography,Biography Memoir,Philosophy,Historical"
The Snow Child (Kindle Edition),Eowyn Ivey,4.01,"155,321","20,206",5,2012,3.99,136347,"Fiction,Historical,Fantasy,Magical Realism,Historical,Adult,Fantasy,Adult Fiction,Book Club,Literary Fiction"
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,3.89,"920,034","39,783","2,376",1870,3.89,235108,"Classics,Science Fiction,Fiction,Adventure,Fantasy,Cultural,Literature,Science Fiction,Novels,Audiobook"
"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,3.93,"572,836","69,395",7,2021,4.00,87694,"Romance,Contemporary,Fiction,Romance,Adult,Audiobook,Womens Fiction,Health,Adult Fiction,New Adult"
Loveless (Paperback),Alice Oseman,4.5,"1,749,895","210,923",48,2020,4.28,61523,"Contemporary,LGBT,Young Adult,LGBT,Fiction,Romance,Audiobook,Young Adult,Young Adult,LGBT"
"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,4.08,"443,343","47,965",16,2021,3.98,143114,"Romance,Contemporary,Romance,Adult,New Adult,Fiction,Womens Fiction"
"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,3.7,"91,995","17,468",10,2021,3.75,63613,"Romance,Fiction,Contemporary,Mystery,Adult,Audiobook,Humor,Womens Fiction,Thriller,Adult Fiction"
"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,4.2,"1,358,744","123,414",46,2005,3.90,208586,"Mystery,Fiction,Mystery,Thriller,Audiobook,Cultural,Adult,Thriller,Mystery,Adult Fiction"
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.95,"1,341,159","127,183",40,2015,3.81,152114,"Romance,Dark,New Adult,Contemporary,Romance,Academic,Adult,Suspense,Adult Fiction,Fiction"
